"","eHCC-1","eHCC-2","eHCC-3","eHCC-4","eHCC-5","eHCC-6","eHCC-7","eHCC-8","eHCC-9","eHCC-10","eHCC-11","eHCC-12","eHCC-13","eHCC-14"
"ATP6V1C2",4.573147451,4.839728044,4.477942294,4.527755448,4.599241636,4.551162037,4.525325852,4.482351565,4.491175116,4.457655118,4.554824698,4.709103602,4.548367936,4.577129095
"ATP6V1F",11.63105609,10.67169621,10.41369053,10.77709231,10.13779704,10.94241912,10.98491324,11.21524785,10.98115787,10.44471256,10.75354074,11.45290666,10.40665505,10.95300783
"ATP6V1H",8.037011359,8.54857993,8.252939277,8.38303752,7.551466715,7.863155817,8.005527722,8.081153944,7.758672054,7.879479761,7.807566543,8.210862838,7.969597126,7.712391906
"AURKA",8.113609443,7.269406589,7.887707799,7.344814563,8.003244371,8.675438261,8.323447708,7.538238766,7.55112409,7.805367027,7.698417163,7.315232751,7.234368199,8.665547673
"AURKB",5.42727225,5.765764196,6.221999952,4.8393833,5.14262219,6.693663818,6.823319832,5.877195427,5.382855113,6.802267367,6.128638904,5.794870625,5.564577996,5.429966414
"AVL9",6.46581456,5.680020496,5.902875014,6.190913157,5.293997146,5.756380937,5.741937638,6.217492684,5.864678374,6.066199717,5.74538241,5.696532874,5.604739183,5.465115765
"AVPR1A",6.678884271,4.969135096,6.46867172,5.838588774,5.870167724,5.002692146,5.892286717,7.35402067,4.823886792,5.853488296,4.754084563,4.80817571,4.982121495,4.749496594
"AXIN1",7.841688228,8.335447544,8.400089384,8.158794198,8.294280952,8.599823115,7.945737456,7.64428836,7.80974325,7.642909996,7.922708294,8.216630909,7.753706176,8.041023965
"AXIN2",4.999267865,6.765008362,5.045470328,5.798196355,6.490806119,5.532090976,4.735815135,6.203411788,6.984552859,6.417415364,7.538547698,6.975969441,5.911354815,6.17036678
"AXL",6.535952806,8.94143836,8.019573122,8.229344713,8.170822166,8.921817729,7.961157754,8.59735359,8.46365285,8.482235447,9.087896108,8.301154973,8.547315588,8.365582745
"B3GALNT2",5.880159344,5.02719727,5.6702936,5.693597404,5.068884796,5.605768681,5.354881744,5.743572489,5.35748796,5.110311687,5.283757309,5.424832124,5.523242373,5.395603184
"B4GALT3",7.740267098,8.521220642,8.404172056,8.619446829,8.347101502,8.201010656,8.423140104,8.19587562,8.623086735,8.391948531,8.737672096,8.326154295,8.332910669,9.003034421
"BACE2",5.168835865,5.940177629,7.562729218,6.029115068,5.117342328,5.587760539,5.520702645,5.457508571,7.50474179,6.038430542,5.991909786,5.871378917,5.630403814,7.105978192
"BAD",8.886623735,8.118788277,7.892447611,7.822401313,8.537319822,8.288368518,9.247595206,8.465042026,8.22680302,8.27866989,8.549452929,7.724020929,8.420013592,7.902837405
"BAK1",4.830753144,5.17333639,5.996397681,5.821796941,5.321943018,5.712202224,5.516455268,5.634879524,5.765764196,5.251092451,5.506254472,5.654360943,5.134561716,5.69518379
"BANF1",10.85308972,11.09614543,10.83787404,10.9108849,10.84037426,11.00413914,12.10484123,11.09614543,10.89123746,11.61847188,10.96198171,10.87970951,10.82232474,10.83417996
"BAP1",7.36208532,7.110960884,7.526481489,7.405030602,7.70252652,7.652408244,7.320180289,7.391394679,7.069257344,7.128945583,7.707901527,7.323505985,6.90364694,7.616262989
"BARD1",5.777905161,6.411514038,6.058477747,5.745803625,6.427227895,6.728654179,7.317712558,6.465489359,6.91413391,5.961102231,6.872421383,6.677655098,6.10926817,6.469235551
"BAX",6.513071664,7.19251838,7.022004805,6.56270451,6.403771753,7.352028843,6.411841281,6.810997179,6.564480101,6.491422809,6.658012612,7.177530022,6.660389437,6.908076088
"BAZ1B",8.870749711,8.155609747,8.342357531,8.173323457,8.655050347,8.620295777,7.914012989,7.837537173,8.119952153,7.980972249,8.275714204,8.210478989,8.470760829,8.41646097
"BBOX1",10.93193415,8.440716761,8.345857975,8.743208221,8.764441045,9.462763249,8.893110031,6.247787122,6.434667693,7.965382405,8.384826485,8.186286021,10.44768535,5.901530271
"BCAP31",11.04297315,11.16503444,11.17428829,11.10470356,11.24160756,11.47910379,11.14441084,11.06623037,11.32922524,11.15307588,11.77591712,11.62452628,11.06745893,12.11977528
"BCHE",10.29711945,11.15616577,11.11082584,10.78074702,10.67856667,11.05889394,7.792493665,9.716957364,9.623122915,10.86059349,8.792607851,10.07788138,11.86935139,6.194517812
"BCL2L1",10.61041214,10.48100234,10.39525793,10.2262993,11.18044051,10.92087604,10.44577215,10.51876191,10.75865768,10.54109178,10.81425253,10.86932455,10.64727667,10.75354074
"BCO2",4.475950184,4.496028695,4.513341683,4.713954729,5.902192497,6.402297777,4.651675836,4.549839745,4.504321752,4.701787628,5.198475528,4.431028448,4.933661586,4.783329228
"BDH2",4.632957911,4.492500688,4.696419171,4.844687328,5.716350286,4.707988351,4.752129048,4.767520318,4.753178115,4.816254341,5.032172606,4.670520173,5.303624345,4.772229253
"BDP1",5.571508869,5.442237737,5.210865355,4.991902202,5.10715857,6.368511608,4.683178516,5.169382544,5.016981217,4.785119044,5.662371429,5.656776507,5.423136801,5.256781313
"BEST1",4.976076269,5.800457269,5.283476785,5.381861485,4.701544015,5.12211319,4.747339802,5.54368978,5.644365086,5.207263515,5.664150215,5.644567102,5.136721144,5.71657815
"BHLHE40",11.21040909,12.22449801,11.74354666,12.10484123,11.36718167,11.25715471,10.89123746,10.83417996,10.261829,9.856584361,10.2076469,10.7378302,12.51226009,10.26356698
"BHMT",13.91809264,12.79360699,12.96320433,12.02595694,13.67864909,13.53252995,12.53930235,13.29586913,11.91944894,12.24092068,13.80449977,11.68442144,12.43623014,12.57761588
"BIRC5",4.838660673,4.786253553,5.508972392,4.565660053,4.786493514,5.396368479,6.481320704,5.548659734,5.134561716,5.730012006,5.38271011,5.417529116,5.195677974,5.262236107
"BLM",5.509555902,5.203882624,5.520323857,4.944144254,4.987851949,5.452304596,4.980782333,4.994959351,5.332684817,5.072184642,5.386692574,5.565380287,5.322546627,5.570736537
"BMP5",4.636420552,5.472420446,5.197509212,4.616945081,5.060095857,4.59462046,4.759190011,4.53203719,6.244177438,5.03977752,4.840914622,5.336094704,4.985618396,5.180467184
"BMP8A",4.603952908,4.439979786,4.541215984,4.564220585,4.428959854,4.583710761,4.682188504,4.679730894,4.531399637,4.570081284,4.849170314,4.554917962,4.544692825,4.488380456
"BMPR1A",6.099648698,6.88184698,6.27852283,6.741471521,6.938153611,6.143651946,6.516912629,6.543803737,7.081431013,6.782869027,6.403215767,6.446045981,6.590348954,6.294287668
"BMPR1B",4.608491672,5.153088691,5.072010364,4.564998289,5.091502906,4.606851794,4.683344498,4.65423548,4.779808124,4.771891338,4.6555463,4.809795138,4.829265633,4.84161876
"BMX",4.75103512,4.923490783,4.667008233,5.006147949,4.976268341,4.786526437,4.808467012,4.703242587,4.661581341,4.77359238,4.964341213,5.018062498,4.835313943,4.742184296
"BOLA1",8.82879977,9.214425641,9.364340565,9.569465301,8.167387882,8.2173704,8.863840426,9.546253824,9.983959385,9.754377825,8.710560727,9.619258644,9.143284207,9.539363933
"BOP1",4.946121085,5.251369328,4.490547699,5.212674757,4.492409765,4.686931195,4.635366265,4.844473097,4.696467028,5.174027134,4.70588063,4.802526204,4.937737537,4.752717256
"BORA",5.563544297,5.161809602,5.654156251,5.506425272,4.911344181,5.423988598,6.023495743,5.351513332,5.085652243,5.216309902,5.567220487,5.897308277,4.927577485,5.328251047
"BRAF",6.781909737,6.495949398,6.119129634,6.820857216,7.097636879,6.435242569,6.564480101,6.386054039,6.782869027,6.706111879,7.061331626,6.551784433,7.003817925,6.507337171
"BRCA1",5.454139948,5.043948469,4.801045992,4.862897333,5.169814835,5.736723933,6.381115432,5.199661138,5.23106047,5.265897828,5.206479058,4.882413092,5.186349418,5.23415023
"BRCA2",4.485496121,4.445865136,4.414718382,4.538878533,4.845819705,4.458723755,4.514362634,4.622164871,4.645599809,4.649338358,4.512606999,4.714585504,4.540525836,4.48809735
"BRD7",8.741062782,8.001835654,8.350066655,8.291836137,7.808976348,7.934780683,8.46365285,8.29318755,7.51498383,8.598195401,7.938991646,8.014886708,8.119161977,8.170489804
"BRD8",7.50671359,7.814290796,7.892819396,7.608961547,8.289490236,7.955386208,7.560972308,8.066188385,8.025068338,8.382116268,8.754272209,7.660550633,8.352895427,8.500499555
"BRD9",9.615265969,8.735861031,9.125436062,9.539363933,9.699590791,10.53112689,8.38394541,9.382855326,9.320155857,9.689096961,9.996548593,9.638200396,9.182168465,9.9465261
"BRI3BP",7.098984174,6.599600122,7.676379802,6.904295638,7.379603919,7.824263055,6.50942307,7.660853899,6.91754109,7.375833541,7.135293612,6.856582466,6.709499176,7.442207439
"BROX",4.458479754,4.711168185,4.560977079,4.535555151,4.596250169,4.593851706,4.717163597,4.512216964,4.774681269,4.785836972,4.574570433,4.627827696,4.806470323,4.523254068
"BTF3",12.27942591,12.81019832,12.39171862,12.6835435,12.65067967,11.69807379,12.66665689,12.71092728,12.96726672,12.83498804,12.62234706,12.68048571,12.59318885,12.33624471
"BUB1B",4.883959144,4.969440596,4.630130771,4.623076735,4.887740332,4.606260086,4.942244485,5.101092183,4.684601638,4.825596653,4.510472834,4.938976065,4.577676414,4.656185117
"BUB3",10.29227634,10.89495347,11.19241826,10.99473085,10.78655422,10.89369289,10.31019862,10.81020278,11.11246665,11.31899985,11.62452628,11.1757391,10.95565395,10.89600967
"BZW2",7.960806136,8.154151193,7.518973856,8.299068,7.446368853,7.393923805,7.69219489,8.007014152,8.462480327,8.528152643,7.70710692,8.14322887,7.70252652,7.995195382
"C11orf54",11.03148316,10.66810513,10.88627473,10.74133466,11.40103627,10.66593065,10.84317628,10.46016838,10.05190951,10.19327674,10.0165324,9.933204405,10.82017453,10.48100234
"C12orf75",4.871436227,6.542833067,5.205038708,5.651284464,5.440796783,4.943213434,7.373165688,6.160099634,7.348175243,5.693138015,5.714375357,7.246897248,5.641289786,6.570107657
"C15orf40",6.86662513,6.609324001,6.311048207,6.294869685,6.883420988,6.815843937,6.68592452,6.684018778,6.608089737,6.734847402,6.55871171,6.569803658,6.702113639,6.404681127
"C17orf58",10.3261583,9.071696281,9.4821293,9.643287691,9.590605211,8.960486917,9.845217245,9.708938272,9.114476267,9.362875254,9.327721992,9.496102283,9.601356093,8.85836474
"C18orf21",7.220645489,7.256453292,6.972031654,7.35402067,6.552031128,6.382859538,6.534596493,7.562378141,7.29664936,7.190877222,6.534005777,7.191212833,6.884343668,7.078804065
"C18orf54",4.745331943,4.974428388,4.869453053,4.939083524,4.757985295,4.841700068,4.956109503,4.97697316,5.279450069,4.987248932,5.110406317,5.179548714,4.867667651,4.957039946
"C1orf131",7.233028576,8.219830393,8.509961702,8.474803197,8.364360021,7.135293612,8.048229791,7.917504231,8.436296439,7.972322267,7.806235584,8.154856843,7.944228976,7.591229091
"C1orf216",5.823930053,5.428638468,5.591684633,5.852229321,5.095383816,5.06815524,5.492377141,5.470439289,5.679763262,5.534421965,5.416857672,6.056728661,5.436818589,5.550814634
"C1orf35",7.439126885,7.586786335,7.241298851,7.675738616,7.710226915,7.582772511,7.575346666,7.456988986,7.588828874,7.170993952,7.221683039,7.236020854,7.137253162,7.507915038
"C1orf43",9.47086339,9.845217245,9.538181673,9.90176954,9.511411578,9.103723757,9.386853038,9.770747233,9.854334795,9.570108506,9.722119763,9.323118388,9.353290035,9.510320321
"C1orf74",5.963619202,5.684157782,5.710188597,4.898656692,5.399302246,5.507438296,6.183496259,5.881878951,5.952398906,5.949739964,5.395460819,5.275323354,5.724197246,5.39454032
"C1QTNF1",7.209051022,10.02738098,8.916626705,8.913687611,9.428245617,10.14038427,7.038597502,8.582692809,9.402401639,9.134602063,8.434159199,9.675358489,9.401780421,9.816775759
"C1R",9.355040991,11.27526152,11.97908712,11.58847222,10.58501343,11.06182777,10.69317013,11.3701911,10.38663026,11.47910379,10.92356781,10.8046883,10.60310008,10.25604284
"C1RL",9.342729956,11.09349714,11.80349505,11.26470497,10.03548531,10.35905465,10.69317013,11.3701911,10.21450047,11.31722891,10.60413803,10.46102591,10.16733978,9.629389757
"C2orf76",6.264619597,5.999343117,6.061120815,6.079022007,5.595524115,4.904764906,5.962869727,6.56270451,5.930395014,6.133117329,6.088324662,5.814981845,5.904373683,5.968555034
"C3",13.34910697,13.43605545,13.73034972,13.84738641,12.92430981,12.74487239,14.39368931,13.81116187,13.13999256,13.86864527,13.28663168,13.23181866,13.53843449,12.5579393
"C4orf46",4.662662597,4.868037086,4.494141799,4.580009543,4.936722659,4.790596224,4.671787401,5.106290651,4.814878959,4.780156652,4.897775924,4.860252363,5.332534486,4.552035282
"C6",12.53930235,13.05527583,13.57823608,13.48980568,13.88478851,13.31588189,12.57090105,12.94705689,12.97096584,13.35440058,13.34408219,12.71726072,13.84738641,12.34950681
"C6orf141",5.27762343,5.106869434,5.127779024,4.96669496,5.401447064,5.521688403,4.955927382,4.5777329,5.098845862,4.800952141,4.955642244,5.35986562,4.694494661,4.663001596
"C6orf62",9.200042945,9.107034285,9.210448988,9.47086339,9.605318931,8.99697156,8.679584724,9.062963212,9.147683205,9.574652489,10.07549859,9.261061557,8.892599194,9.595584692
"C7",7.693518841,9.83995168,8.622539859,9.083727951,8.041842756,7.537203534,7.884198159,7.427896528,9.977940511,8.462076855,7.595348444,8.74275648,8.076268272,9.327721992
"C8A",13.31588189,13.00195684,13.52226347,13.16789006,13.57823608,13.76277255,13.26337964,13.31588189,12.7969772,12.93576157,13.58877583,12.70743158,13.69771022,12.69741312
"C8B",12.11761822,12.69741312,12.44402964,12.31991831,12.69741312,12.66665689,12.96726672,12.75233178,12.47852729,12.49469362,12.23119678,12.17796084,12.87134726,11.49233104
"C9",10.47524942,9.451738646,10.54903287,10.70414504,9.895606337,9.633971355,5.371286055,10.21450047,9.464507446,9.47086339,10.07368088,9.589982123,10.10637457,9.826464597
"CA2",10.07207202,10.78074702,10.1322716,10.67620225,9.191728446,8.452312724,10.01106858,9.776112642,11.14283199,9.546861277,9.448705606,9.705252578,10.29227634,9.428245617
"CACYBP",8.164787671,8.604632439,8.061582156,8.681581257,7.266741571,7.722581495,8.480923209,8.272242723,8.07750604,8.663244918,7.709229541,7.902093499,8.412010474,7.625123281
"CAD",6.500022891,6.691264098,6.634875979,6.337224479,6.982984912,6.845629155,6.994132623,7.421580728,6.682748861,6.926348795,6.64136239,6.372397928,6.397963816,6.735111636
"CALM1",10.12646108,11.32244826,11.04719063,11.27815026,10.97443439,11.01879414,11.26020386,10.4267168,11.35169469,11.31041638,10.80605604,11.13081598,10.78409193,11.35169469
"CALU",9.013367819,8.393182695,8.088015157,8.519105943,8.136032084,8.085152779,8.772515355,8.324828058,8.510379915,7.929498589,8.230219774,8.560016608,8.246035176,8.101904622
"CAMK1",7.128580165,7.660853899,7.02624012,7.55244132,7.451484174,8.402199882,7.5230267,7.512133532,7.571163921,7.726212839,7.20276526,7.357259364,7.780170276,6.984233302
"CAMK2B",5.572679398,7.33035942,7.580883731,6.941641834,8.511713724,9.899637984,4.936945764,6.239740312,6.49317844,5.284790958,8.665103042,5.704479183,8.033149183,8.178148918
"CAMLG",10.76975574,10.96727641,10.95934411,11.18199191,11.52195652,10.85925772,10.81545456,10.70265806,11.5379697,11.03040074,11.07706695,11.2283822,11.03725602,11.81683117
"CAMSAP1",7.417364946,6.68592452,7.201763759,7.120090341,6.896671602,5.920065288,6.400252646,6.93199511,6.732325281,7.176544984,7.177530022,6.956214915,6.02190126,6.773568309
"CAMSAP2",6.784747432,6.688712019,7.218657187,7.146997269,6.956525499,7.041298879,6.233747389,6.743964236,7.271222627,5.947658161,7.268360707,7.319463697,6.92539811,7.370742932
"CAND1",6.823022906,6.395330859,6.597766959,6.520244057,6.172115397,6.157433113,6.536289754,5.951162032,6.15384445,6.233213549,6.233995768,6.430298791,6.7754176,5.925925283
"CANX",8.91209007,8.907531709,8.752917105,8.651078037,8.824451163,9.172450027,8.326976137,9.216088517,8.862291926,8.984631153,9.548733425,9.234303603,9.339799198,10.09119906
"CAP2",8.740008806,9.261061557,9.485308604,9.19680835,8.538184082,7.942758241,9.008263947,8.446699609,8.72163982,9.699024847,8.428099708,8.884092558,7.954640086,8.723019208
"CAPRIN1",7.517917089,7.836365875,7.563489074,7.593864515,7.795940634,8.071503021,7.843409331,7.918583368,7.683567546,8.14613237,7.52069633,8.360919135,7.488299137,7.528243702
"CARS2",6.488482214,5.749117788,6.413303845,6.240332874,5.752907762,6.4869917,6.049268583,6.285314199,5.419702224,6.209743889,5.304942794,6.19482625,6.214179867,6.375795833
"CASK",7.204847197,6.596469651,6.931051208,6.896024805,7.055621437,6.94291473,7.556719118,7.248615438,6.629038003,7.031113398,6.944614841,6.580135381,6.382859538,6.428003765
"CASP2",9.487937111,9.037462732,8.764441045,9.061471035,9.44801572,9.365530367,9.7409538,8.83361476,9.577880142,9.045757823,9.174553818,9.875012026,8.755814367,9.7326062
"CAT",12.49717345,12.66068263,12.16094008,11.72586247,12.72829716,11.9708252,12.92430981,11.86935139,12.11977528,12.41886722,12.10041058,11.81683117,12.81748548,10.97990096
"CBLN2",4.416467138,4.873410741,4.395530099,4.557504497,4.524742452,4.401548952,4.603830297,4.633383925,5.14317339,4.628321513,4.411325534,4.677376363,4.428883805,4.751266789
"CBX1",7.091960666,5.578072284,5.389316799,6.416170895,4.778199117,4.588053806,5.48559141,6.633111572,6.780648953,5.309802349,6.277122714,6.35640335,5.108980271,4.760193401
"CBX3",8.714248854,8.447676441,8.448934847,8.900028993,9.273506898,9.308382925,7.232712374,9.050305595,9.632656366,8.671594225,9.521927797,9.248648708,8.724531427,9.407124635
"CCAR1",5.119156384,4.737414554,4.546155388,4.766684053,5.171625278,4.548656521,4.992255606,4.749994765,4.722467766,4.825785369,4.864227484,4.763324288,4.634617665,5.016169158
"CCDC117",8.90384291,9.034270856,9.069135237,9.249198757,9.043019438,8.762549137,9.046653179,8.580173337,8.786403766,9.40067766,9.222884851,8.483484731,9.033703912,8.817287045
"CCDC124",5.791154762,6.59404393,6.168967092,6.281055129,6.128638904,6.586157327,6.838050139,6.819862795,5.895497642,6.095192121,6.25583729,5.750353181,6.357333797,6.335793035
"CCDC137",6.208687006,4.964474163,5.356972894,5.038481019,5.017062536,5.057567351,5.113488968,5.300439658,5.250604434,4.710283116,5.067060497,5.008063735,5.306680777,5.271700381
"CCDC142",8.879858259,8.87034861,8.711547812,9.001427056,8.666043236,8.453617665,8.581407324,8.588123362,8.661920134,8.508066353,8.578694819,8.262813882,8.818175404,8.590039621
"CCDC149",4.595333074,4.854015703,4.707475461,4.912426642,4.802585604,5.572858986,4.816774572,4.790596224,5.10648845,4.651168037,4.839577833,5.372135543,4.777171625,5.142284741
"CCDC167",8.787304846,8.982569839,8.458590754,8.215021704,8.462480327,8.387421582,8.549050513,9.216612567,8.582692809,8.277910899,8.289127691,8.236156919,8.918713269,7.982404774
"CCDC34",9.553772938,8.824013704,8.185806871,8.618507841,8.93687333,9.640680431,9.543946726,8.780275057,9.285194571,9.167668807,9.147683205,9.335584176,9.689096961,8.926998856
