"","LDN-1","LDN-2","LDN-3","LDN-4","LDN-5","LDN-6","LDN-7","LDN-8","LDN-9","LDN-10","LDN-11"
"BLM",5.684340539,4.846330154,5.104199704,4.75694113,4.840233694,5.000241717,4.884006312,5.212796045,5.076804716,5.163512302,5.787953069
"BMP5",6.12281476,4.844015718,6.097250269,4.912630078,6.174049835,6.552031128,5.427488838,5.688463145,5.46982675,5.626391748,5.013167286
"BMP8A",4.592755653,4.660030118,4.809860984,4.50826068,4.711246119,4.6249538,4.533788529,4.455758925,4.491717445,4.487156831,4.521962126
"BMPR1A",6.73759205,6.88961066,6.616413184,6.750640391,6.48323633,6.831834205,6.589785466,6.847705347,6.707984466,6.520772951,7.009409156
"BMPR1B",4.945002347,5.386046304,5.300629326,4.609279406,5.005472026,4.982401707,4.809574933,4.893990149,5.152006621,4.671969436,4.7240722
"BMX",4.873453899,4.862777912,4.640536454,4.67063151,4.924975134,4.856236062,4.590739267,5.081760331,4.845897632,4.653584427,4.780656731
"BOLA1",10.05759998,9.649032736,8.921301889,9.566846314,9.159929966,9.227213023,8.658185848,9.478916267,8.342357531,9.047745217,10.74982227
"BOP1",4.854209466,4.984144871,4.9394891,4.609623535,5.032582492,4.956046978,4.699661489,4.957163353,4.873961703,5.044967913,4.514251644
"BORA",5.459624837,5.657188305,5.299202534,4.921545423,5.557241635,4.952477134,4.784016947,4.818361098,5.122602163,5.248885394,5.219307622
"BRAF",6.867908993,6.358201033,6.544751511,6.940300942,6.444300102,6.861113275,6.588587773,6.886451777,6.814531006,6.452072156,6.709204717
"BRCA1",5.170145729,5.195802326,5.052475032,5.353558516,5.069668517,5.137411159,4.851320019,4.980287077,4.88723155,5.414536892,5.333337495
"BRCA2",4.512798459,4.60930482,4.608204266,4.491657292,4.616071036,4.727776766,4.512528667,4.788043111,4.558926424,4.491050248,4.442185866
"BRD7",8.391121737,8.450173169,8.210090648,8.178148918,8.372896167,8.516922795,8.302904925,8.262813882,8.174845796,8.379986317,7.898344358
"BRD8",7.78996311,7.33577264,7.465223957,7.662787565,7.809374884,7.255076394,7.709229541,7.414504556,7.597881118,7.649408403,7.773279479
"BRD9",9.697756344,9.059828032,9.317708166,9.143284207,9.181159017,9.504966623,9.271688146,8.858877892,9.020090109,9.139447844,8.73809871
"BRI3BP",7.057472385,6.745768279,6.909549174,7.130573921,6.912929807,6.916342127,6.848944674,6.668242766,6.837063189,7.460114462,7.35976835
"BROX",4.599503988,4.730781613,4.609018822,4.497703422,4.674558628,4.975077566,4.515988517,4.523881926,4.988111671,4.609623535,4.645467389
"BTF3",12.29104773,12.48087427,12.54206067,12.46155141,12.44093209,12.63547489,12.39171862,12.40903926,12.65693111,12.46720994,12.54206067
"BUB1B",4.708448627,4.66328735,4.672534545,4.937682751,4.582718281,4.57668602,4.932372168,5.017287453,4.949184155,4.656169946,4.897299745
"BUB3",11.12816176,10.67382314,10.51224504,10.49916979,10.58826225,10.79755954,10.58384328,10.90277178,10.65585892,10.59891882,10.73058639
"BZW2",7.72797315,7.938605991,8.062388382,7.870749419,7.959229449,8.674920317,7.676015586,7.739642147,7.83268736,8.220678203,8.021487038
"C11orf54",10.70265806,10.75354074,10.59585088,11.07327533,10.85925772,10.09426233,10.55248522,10.32032903,10.43051047,10.26995757,10.70761426
"C12orf75",7.105978192,6.556981651,6.009615285,5.682819947,6.662789714,7.153209698,5.990819706,5.71751976,6.018850098,5.239351632,6.421149297
"C15orf40",7.11026054,6.646831015,6.912056441,6.806522823,6.823319832,6.756939869,6.651992242,6.601552329,6.536881125,6.973595791,6.987401527
"C17orf58",9.150787595,9.217701103,9.063997127,9.336792925,9.234303603,9.006114159,9.307250079,9.200042945,8.794983683,9.257784598,9.082737769
"C18orf21",7.020719175,7.022004805,7.112233464,7.219969085,7.161340482,7.200579829,6.898611304,6.954381264,6.94969694,6.965884859,7.483553994
"C18orf54",4.94409178,5.27502849,4.993964725,5.085652243,5.090957592,4.98858591,4.638972763,4.882722124,4.935601085,4.894821906,4.967702913
"C1orf131",7.803795324,7.871526549,7.767196142,7.695627242,7.784372411,7.62755192,7.617317157,7.471536799,7.613020711,7.413828822,7.515767068
"C1orf216",5.853488296,5.403527717,6.158249372,5.504674196,5.916431786,4.998671023,5.411636531,5.790235737,5.507233308,4.965472928,5.434108728
"C1orf35",7.084997763,6.895171698,6.972373342,7.092693846,7.146680448,6.895723456,7.129654909,7.014204021,6.840154534,6.958473632,6.623168139
"C1orf43",9.438509829,9.264287355,9.173557468,9.048853775,9.715597252,9.221283192,9.483995871,9.109645114,9.578503318,9.739517254,9.740287616
"C1orf74",5.894452049,5.701229702,5.2176755,5.454139948,5.174973517,5.43573568,5.75335997,5.557654344,5.10296547,5.964923027,6.084249328
"C1QTNF1",10.13779704,10.07714853,9.895606337,9.157316843,9.926035524,9.85032107,10.14378926,8.838885786,9.669317495,9.494112564,8.987268612
"C1R",10.92636592,10.69435545,11.69391966,11.74171511,11.3483191,11.3322159,10.71341186,11.6454891,11.6204048,11.69391966,11.10622404
"C1RL",10.35818286,10.69435545,11.3433554,11.62642343,11.24835858,11.3322159,10.42554959,11.6454891,11.6204048,11.57168199,11.10622404
"C2orf76",6.507337171,6.150811549,5.932481055,5.928178443,5.691815119,5.443939984,6.157703972,5.293013524,5.547433479,6.104649729,5.675370031
"C3",12.61286348,13.12750112,13.54406014,14.10485116,13.42633885,13.61407801,12.40903926,14.47475707,13.99478896,13.81116187,13.72351896
"C4orf46",4.57958644,4.892885412,4.782218574,4.585792064,4.998897311,4.760514908,4.706481679,4.986228756,4.632216385,4.828380879,4.901129255
"C6",13.10668896,13.080132,13.40020405,13.67221901,13.56053225,13.46716033,13.31588189,13.97882553,13.90041796,13.76277255,12.94705689
"C6orf141",5.764875274,5.220777213,4.801921377,5.091305639,5.694336523,5.150465632,5.936475832,4.754155448,5.091986882,4.829588618,4.968372228
"C6orf62",9.546861277,9.135099332,9.564801289,9.357929708,9.496667077,8.85836474,9.65449513,9.281872194,9.558188081,9.067593834,9.402401639
"C7",10.0873017,10.14524005,9.320155857,9.494112564,10.01335587,10.11675023,9.947946752,8.784615381,10.25326393,9.428961093,9.430756544
"C8A",13.44580954,12.95913479,13.83989029,13.92528273,13.90982983,13.36997791,13.818766,14.18968283,13.74239459,13.91809264,13.19345836
"C8B",12.47565436,12.37271315,12.58072025,13.11919711,13.30631135,12.5212008,12.786411,13.14533742,13.11063758,13.09268348,12.62545475
"C9",11.2733277,9.91900307,10.85568605,11.42259679,10.92930934,10.72128978,11.09468961,11.13838925,10.98228931,11.23186978,10.6351313
"CA2",9.95539135,11.00413914,10.41470192,11.03845404,10.83539279,10.91971485,10.20843747,10.63620587,10.51663647,10.16817303,11.09349714
"CACYBP",7.321174436,8.206884051,8.477463143,7.994056398,8.110887664,8.551900865,7.560972308,8.109656179,8.399634707,8.187197634,7.999049483
"CAD",6.611185226,6.040998514,6.14212916,5.935264865,6.385527245,6.396461692,6.28444113,6.50306284,6.428267756,6.483488799,6.517283272
"CALM1",11.32608155,11.17905841,11.30416877,11.39146515,11.42093765,11.28806027,11.03845404,11.24160756,11.4864658,10.86456015,10.50406286
"CALU",7.756845774,8.138866906,8.273894406,7.888445825,8.331742156,8.157493236,8.114025895,8.789741288,8.244016749,8.29318755,8.126563104
"CAMK1",7.332102532,7.35682811,7.176917727,7.775229556,7.126150551,7.189624415,7.349954466,7.433646115,7.686236572,7.480352755,7.35761318
"CAMK2B",7.048510531,7.975867556,8.167387882,8.242469526,7.540405394,7.190528755,8.33461274,8.112883267,8.163941936,7.408798314,5.690633942
"CAMLG",11.38677174,11.20845985,11.10470356,10.88871118,11.41623628,10.74730544,11.24978443,10.82017453,10.95691747,10.95300783,10.92636592
"CAMSAP1",6.834459535,7.050704136,7.021388983,6.769813242,6.374694603,6.856582466,6.744300479,7.087616587,6.727140287,6.741171322,6.62054988
"CAMSAP2",7.328520456,7.160506196,7.251015604,6.711326988,7.162379831,7.51826403,7.03365628,6.884080999,7.135952247,6.728008105,7.006119712
"CAND1",6.266908868,6.811301266,5.500884485,6.311970652,6.642298733,6.025639953,6.390635736,6.894297093,6.390635736,6.597766959,6.727690203
"CANX",8.611927852,8.947217625,8.980947425,8.386057233,8.923379767,9.051404913,8.651078037,9.06095764,8.692251602,9.02114444,8.888206316
"CAP2",8.447178869,9.003549752,8.192923907,7.810495423,7.691821616,7.974327165,7.794399041,7.866131768,7.50356227,8.044571747,8.972182428
"CAPRIN1",7.589156745,7.756845774,7.438403674,7.016180154,7.204847197,7.631890437,7.274727332,7.476987503,7.337486267,7.642262967,7.74834726
"CARS2",6.286449169,6.445747016,6.176867328,6.464319938,6.595213407,6.452072156,6.533171708,5.847827737,6.617303771,6.640749412,6.50969788
"CASK",6.621124201,6.503886284,6.305238652,6.122080617,6.246698732,5.792171739,6.338883087,6.530250009,6.329883744,6.50306284,7.13965643
"CASP2",9.576766194,9.203177916,9.657935001,8.876318412,9.308382925,9.279097167,9.60398813,8.747872166,9.438509829,9.368217678,8.939455046
"CAT",12.12824671,12.58368962,12.49219165,12.56128661,12.5274452,12.11530468,12.68048571,13.00195684,12.92071092,12.46987575,11.47213477
"CBLN2",4.978058257,4.565258621,4.647987603,4.667101511,4.740901807,5.175343093,4.488663374,4.840875608,4.70735436,4.525212094,4.650483187
"CBX1",4.814878959,5.73444422,6.294287668,6.349316826,6.103378916,4.906385877,6.085391189,5.145662489,5.010290666,5.471037641,5.132598233
"CBX3",8.518254509,8.207627415,8.582692809,8.226399602,8.892599194,7.668634701,9.026429159,8.483088095,8.436296439,9.010800771,8.717024316
"CCAR1",4.819470229,4.946814552,4.981558015,4.853825786,4.876671884,5.117342328,4.787461691,5.057143705,4.99583573,4.796109923,4.9007359
"CCDC117",8.60514592,8.821102459,8.631053529,8.786808154,8.874239151,8.151398826,8.728600097,8.734376403,9.177991248,8.584184763,9.081099273
"CCDC124",5.949459461,6.041521103,5.543095674,5.827530862,5.382532078,5.686812878,5.820558069,6.040213816,6.285039586,5.865858259,6.017229475
"CCDC137",5.095472937,4.892641798,5.274057836,4.956109503,4.870087463,4.865547362,4.909616932,4.830223443,5.093432966,4.83946295,5.077350455
"CCDC142",8.54857993,8.918108895,8.638383976,8.964485841,8.779464965,7.799278738,8.512602886,8.403009713,8.599385529,8.622539859,8.792132629
"CCDC149",4.77170708,4.860095631,5.199085749,4.925281863,4.859757412,5.033232264,4.945478639,4.980499059,5.059238022,4.738929019,4.938269223
"CCDC167",8.2133194,8.911067036,8.302544516,8.17933374,8.353738894,8.014167212,7.825921894,9.156797399,8.771544194,8.573411189,8.55402691
"CCDC34",8.385264992,8.564910363,8.003558799,8.413194994,8.482669867,7.391394679,8.60325685,8.557745536,7.866131768,8.393182695,7.847348006
"CCDC6",9.456068863,9.466507595,9.333189088,8.996365531,9.540640342,8.974265853,9.108497485,9.445506498,9.28576082,9.661785545,9.583537928
"CCDC86",7.494431191,7.386624,7.905491102,6.959383867,6.969890741,7.707496903,7.434650848,7.436040561,7.176209545,7.597881118,7.51498383
"CCDC93",4.715491247,4.882722124,4.553381283,4.666125122,4.493866521,4.543874215,4.448073892,4.660030118,4.480988022,4.376175829,4.455113044
"CCL2",11.67499368,10.04536919,9.094560023,10.20427565,9.53228149,12.20234792,9.356779126,9.128771201,10.03798115,8.770641238,11.83528934
"CCNA2",6.159856732,5.122429748,4.883071268,5.075294516,5.099023238,5.293667752,5.261940662,5.186226693,4.900157143,5.819843428,4.919306332
"CCNB1",4.624169566,4.809860984,4.712137103,4.60215865,4.689511867,4.511665312,4.508954187,4.543279134,4.713026705,4.922217654,4.698585125
"CCNB2",6.439898153,5.73535889,5.015653443,5.161004559,5.304202292,5.050154633,5.042808845,5.179076563,4.785967728,5.438653123,5.057740753
"CCND1",11.99675923,12.9944234,12.72485435,11.6706654,12.3837334,11.99014642,12.88289199,12.51226009,12.39171862,13.05527583,11.733921
"CCNE1",4.934616199,5.086207113,5.449772389,5.018062498,5.264372423,5.086897095,4.737144726,5.235862757,5.032420536,5.069047589,4.857254258
"CCNE2",4.971092244,5.16476536,5.307540331,4.941406875,4.909616932,5.193255306,5.250069061,5.236697435,4.66213866,4.94196692,5.112572759
"CCNK",8.707235564,8.309662235,8.28872855,8.184504933,8.379169118,8.408940718,8.473911511,8.27866989,8.13359964,8.172915214,8.372482934
"CCT2",9.601356093,9.771508754,9.731737609,9.396427234,9.537046902,10.43459892,9.327212675,9.813998854,9.851211755,9.876538238,10.05109009
"CCT3",9.504335461,9.731737609,9.832164685,9.268142356,9.315436818,9.534594678,9.506231106,9.849536418,9.89206215,9.720867173,10.22399361
"CCT4",5.856126321,6.035743533,6.064050838,6.193958984,5.540766948,6.201166559,5.990104149,6.171543601,6.254747751,6.145049451,6.530250009
"CCT5",6.450886156,6.413303845,6.690256431,6.099648698,6.274691002,6.539363651,5.590205485,5.940662444,6.105688573,6.394263875,6.44661199
"CCT6A",8.537319822,8.814936658,8.594185053,7.831899915,8.697809402,8.763506862,8.146575536,8.377867169,8.892599194,8.879350385,9.037462732
"CCT7",10.45732096,10.6919381,10.45438624,10.14038427,10.43854738,10.42455102,9.942680123,10.63859348,10.59164169,10.33714272,10.58271427
"CD14",14.17885461,14.16921014,14.46185118,14.33553286,14.22024154,14.19942603,14.47475707,14.38078954,14.08918886,14.43988582,13.64526552
"CD163",9.447424107,11.1004964,11.42824923,11.06623037,10.99624612,11.26470497,11.61280516,11.03438457,11.40103627,11.30264592,9.478916267
"CD180",4.638107683,4.611654038,4.675160247,4.714394471,4.585371143,4.914800705,4.704093999,4.612297081,4.69098388,4.616195724,4.764227145
"CD1D",7.455656902,7.639934602,7.361460861,7.874240288,6.994132623,7.984081617,7.71458417,7.620988481,8.298592131,7.635501926,7.505401139
"CD300A",6.850187486,7.534439237,8.1756925,7.8086026,7.577002528,7.818885319,8.485167206,7.713899514,7.645371787,8.160780464,5.870899111
"CD300LB",4.887941081,4.763345291,4.607238832,4.584227963,4.647602268,4.438283917,4.558009519,4.508215754,4.58219287,4.62525786,4.591319515
"CD34",8.781703814,8.655050347,7.483154755,8.319510094,7.982404774,7.766887677,7.254747608,7.132327704,7.215725161,6.458950076,8.722613455
"CD4",6.159286497,6.495949398,7.392505627,7.683827691,7.449960618,6.382576564,8.33616641,6.510626127,7.784779991,7.030463003,5.619336891
"CD82",6.853180905,6.447980843,7.401264647,7.515767068,7.207653678,6.638227124,7.385607893,7.524738827,6.780648953,7.291135075,6.461311712
"CDAN1",13.27795325,12.74909955,12.84542045,12.83143157,12.88289199,12.83143157,13.07163284,12.51828912,12.77302399,12.69356379,12.53014771
"CDC20",7.255406089,6.823022906,6.280491762,5.249926854,5.803723174,5.206323117,5.785245357,5.313217573,5.061676564,6.912658675,5.504674196
"CDC23",8.585102409,8.462076855,8.144098489,7.870385202,8.224380039,7.966987868,8.565751662,8.446249306,8.179772392,8.542835145,8.478319282
"CDC25B",9.222884851,8.064314554,8.619446829,8.088500136,8.351666172,8.052146542,8.663704704,8.332160708,8.269415796,8.414046115,8.769204437
"CDC25C",5.380869455,5.267039884,5.503492132,5.316521945,5.42129,5.752242919,5.607560211,5.236264522,5.495843199,5.435550688,5.298149534
"CDC37L1",4.866761393,5.058329849,4.729120325,5.234527955,5.283605446,5.278044958,4.894268704,5.18514271,5.339300034,4.670295485,5.114187401
"CDC45",5.632352066,5.310979243,6.078179177,4.744631837,5.511847058,5.249026281,4.703557136,6.080836541,4.948426985,7.161031349,5.198602357
"CDC6",4.762795372,4.609575136,4.595594024,4.754084563,4.656053512,4.517391461,4.569739744,4.542427779,4.648305252,4.790568789,4.696151459
"CDCA3",5.059937026,4.634353546,4.641076641,4.839228831,4.538361239,4.601814178,4.597830508,4.619185164,4.606738314,4.949993303,4.576611806
"CDCA5",6.52170391,6.436417744,6.375795833,5.408110794,5.925186375,5.329947598,5.402494912,6.06834067,5.281369344,6.887086055,5.904131495
"CDCA7",4.701893062,5.100096942,4.70545863,4.767855911,4.607214119,4.729264319,5.513336087,4.774270385,4.793133618,4.664069342,4.802585604
"CDCA8",5.367064352,4.771189783,4.895094363,4.994695173,4.765036067,4.733090538,4.964403432,4.802167518,4.871738057,5.073257222,4.986717307
"CDHR2",8.123856707,6.583095853,7.226405746,8.57429563,8.503180521,8.182836311,8.736794916,6.846561819,8.595471987,9.308382925,7.481060727
"CDK1",5.781134474,5.463100603,5.629564633,4.908214241,5.076433812,5.203123131,4.868571405,5.379517568,4.909876081,5.303017247,5.349208019
"CDK16",4.53301527,4.795329641,4.635446578,4.546371372,4.683092194,4.828583873,4.461249695,4.593408944,4.519794011,4.616770925,4.644509883
"CDK4",8.767782295,8.571553782,8.76729546,8.598582849,8.596405586,8.565347437,8.581063502,8.38348234,8.27963184,8.764812859,8.401340796
"CDK5",6.610537381,7.238940446,6.741471521,6.55871171,6.997318829,6.423488807,6.816489742,7.423014118,7.335444975,7.303127319,7.353302695
"CDK6",7.566729646,8.052580958,7.662027384,7.768310821,8.048991743,7.709229541,8.448118069,7.602961479,8.329099485,7.871108617,7.849970476
"CDK7",7.860421531,7.922320724,7.508948343,7.605699186,7.638899331,7.840313617,7.695627242,7.886105531,7.633656799,7.695281089,7.878800763
"CDKL5",4.632826128,4.58908009,4.711549053,4.711306068,4.603536223,4.571136372,4.60719991,4.548995944,4.53024495,4.583741476,4.666443084
"CDKN1A",11.63275899,12.30380746,10.62276674,11.17745842,10.86932455,13.18040021,11.18512385,11.75329918,11.41949993,11.97908712,13.441134
"CDKN2A",5.86100699,6.429741229,5.239351632,5.188493271,4.799780352,6.070398914,5.89821259,5.525051243,4.930632278,4.873591064,5.356486883
"CDKN2AIPNL",12.90515732,11.44431273,12.05877756,12.04428436,11.76971675,12.23119678,12.53355107,11.49902488,12.31409834,11.85501105,11.55308009
"CDKN2C",5.514288426,5.677305561,5.312927822,5.317416309,5.618662857,5.240934476,5.235482567,5.156421959,4.96080555,5.628242366,6.203710602
"CDKN3",5.431745645,5.046886358,4.899959434,4.528126929,4.855586842,4.598838021,4.753597028,5.455996201,4.755823915,5.722450028,5.842386173
"CDT1",4.971025664,5.112572759,5.509330118,4.627263999,4.80283796,4.726113297,4.767291864,4.940216992,4.740949095,5.745604707,4.600901878
"CDYL",4.801263481,5.229327371,4.865335721,5.126953367,4.751103224,4.629247257,4.75375843,4.853437892,5.067959009,4.852544824,4.573189297
"CENPA",5.136254572,5.411468696,5.517431101,5.226001355,4.816741517,4.856037554,4.79231125,5.158087804,5.012656069,4.804289994,4.910696223
"CENPE",5.517983074,5.19270031,5.133930466,4.854706527,4.942244485,4.817930191,5.057478544,5.230535749,4.878295796,5.58377137,5.204387642
"CENPF",5.052311359,4.881069582,4.985618396,4.616640914,4.818034936,4.493902647,4.618391872,4.648776619,4.622480273,4.871898548,4.741961264
"CENPH",4.786526437,4.738474757,4.821356934,4.632458679,4.718589314,4.875898354,4.897677352,5.014466787,4.811218765,4.768059916,4.817592301
"CENPI",4.846728615,4.533089335,4.750757799,4.774632852,4.855749979,4.605007074,4.56095515,4.755991585,4.795180324,4.797535342,4.810302064
"CENPJ",5.187178678,5.166207581,5.385215007,4.736106086,4.908424496,4.832797461,4.767447322,4.815337185,5.135298292,4.917733785,5.403726459
"CENPK",5.043549591,4.730364181,4.760441194,4.823920027,4.747412508,4.82673381,4.822397627,5.011334796,5.167646523,5.356045553,4.722448185
"CENPM",5.479867193,5.725953659,5.59331548,4.773363916,4.945999331,4.9515409,5.066360737,5.584486718,5.269700975,6.221125521,4.824933736
"CENPN",6.736127068,7.321502953,6.302765601,6.998385018,6.432504095,7.086050898,6.441397425,6.430298791,6.876107545,7.265487321,6.218878898
"CENPQ",5.403026109,5.145144349,5.483384963,5.335109266,5.020701128,4.788069401,5.042474301,5.362735244,4.957601505,4.631619663,5.127996432
"CENPS",8.050523943,7.574599024,7.50103671,7.676015586,7.719972712,7.472584311,7.685174718,7.40741776,7.854313718,8.116750418,8.212475455
"CENPT",6.698436988,6.664281805,6.629038003,6.725920118,6.646297113,6.603555586,7.11784808,6.559885072,7.105208525,6.575160787,7.051009167
"CENPV",9.699590791,8.613189769,9.452239916,9.555009806,9.770191776,9.250881477,10.15966768,9.531473231,9.67331702,9.165555841,8.73853759
