"","C-1","C-2","C-3","C-4","C-5","C-6","C-7","C-8","C-9","C-10","C-11","C-12","C-13"
"B4GALT3",8.121969519,8.188087385,8.543347244,9.037462732,8.448553045,8.347101502,8.503180521,8.541465336,8.575132669,8.766798878,8.190100074,8.174078037,8.261951652
"BACE2",5.585466674,5.562530676,4.852113348,7.648290802,5.948432821,5.755535073,5.363388956,5.961102231,6.438522983,6.146866129,5.16259924,6.378723204,5.699819525
"BAD",8.024243363,8.010605769,7.986769761,7.876152673,8.008191216,7.860421531,8.204346157,7.74999271,7.623726785,7.426850438,8.104296436,7.688423156,8.245149017
"BAK1",5.313217573,5.180467184,4.818744883,5.989844612,5.011400289,5.059593638,4.60268244,5.409697475,5.441685359,5.534226601,4.848318001,5.881445262,5.17333639
"BANF1",10.04627349,10.38987329,10.65792519,10.17648229,10.31939684,10.4582021,10.62171264,10.45917191,10.22399361,10.2474895,10.44858643,10.37318214,10.38469437
"BAP1",6.935949474,7.223047956,6.614761197,6.751595812,7.193190246,6.713086164,7.449240361,6.732978935,7.206115191,6.346224713,6.578350856,6.761861843,6.532649232
"BARD1",6.148716125,5.83013987,6.264619597,7.022004805,6.360666592,5.549860748,5.983007618,6.447693392,6.331565473,6.551459789,5.249026281,6.907363703,5.926654198
"BAX",6.769108665,7.04292908,7.09469507,7.027957492,7.490966165,7.334054544,7.719618107,7.157515881,7.064575313,7.220645489,6.761585604,7.781640129,7.285329911
"BAZ1B",8.184504933,7.905491102,8.188830028,8.110887664,8.393576457,8.07750604,7.949619824,8.33461274,8.310025053,8.419195322,8.158794198,8.134055574,8.255093185
"BBOX1",9.128277956,9.886144384,10.09655164,5.051009737,9.084252271,8.025528273,8.447676441,8.913140129,9.281872194,7.71277636,9.99444327,7.549360771,10.45537093
"BCAP31",10.65262236,11.03725602,10.5664076,11.02741006,11.21040909,11.13992404,10.92233866,11.19411152,11.07579462,11.3433554,11.04582698,11.36201014,11.04983669
"BCHE",10.12315892,11.03580291,11.65073589,8.401745988,11.23995335,10.94105256,11.84209203,11.82118996,10.7746901,10.81291815,11.57691222,11.63633231,11.75909982
"BCL2L1",9.797401174,10.72128978,10.04461698,11.93712806,10.62970167,9.735366025,10.03144885,10.23062512,10.80235646,10.42455102,9.87296729,10.44673206,10.61923232
"BCO2",4.934780034,4.761198828,5.44280191,4.646184689,5.358847635,5.734212204,4.512471345,4.935929224,5.04605962,5.675585891,6.533171708,5.188741809,5.948432821
"BDH2",5.150156019,4.893128258,4.797562297,4.743207726,5.097314098,4.831775517,4.790682934,4.849170314,4.83015716,4.640339328,5.010373239,4.667442152,5.069920883
"BDP1",5.515838165,5.078699088,5.659351868,5.827780928,5.763407858,5.523450704,4.851818173,5.739208534,5.528919238,5.020320142,5.529905051,5.430498536,5.882533159
"BEST1",6.026347258,5.492211589,5.831544147,6.2100334,4.810449339,5.762097637,5.433730225,4.971025664,5.534039272,5.067495921,5.330260656,6.46951005,5.307970869
"BHLHE40",11.26170068,11.81139984,12.06348049,13.08872561,10.63399995,11.17267762,10.88627473,12.39995413,11.93712806,12.79360699,11.87653757,10.66343587,11.82300343
"BHMT",13.38967376,12.352295,12.62545475,11.00824054,12.80370882,12.22449801,12.83862959,12.57449507,12.72829716,11.80965952,13.00195684,13.05527583,12.98388344
"BIRC5",4.700529209,4.987641458,4.624014305,4.89566406,4.886526952,4.890540432,4.844265118,4.952772363,4.875365668,4.877074253,4.962316247,6.096256515,5.003652375
"BLM",4.822536857,4.649094633,4.81729779,5.019762987,5.291691911,4.94529121,4.564137448,4.673423082,4.985753898,4.865716247,4.632089014,5.321221968,4.83015716
"BMP5",4.728041082,4.900450938,5.354043803,5.606698747,5.663945946,4.937178933,4.907564324,5.383709683,4.873237376,4.538878533,4.783494955,5.034591625,5.065377789
"BMP8A",4.607064041,4.673089156,4.573706418,4.559125548,4.533801865,4.57247994,4.491344728,4.547316754,4.617275354,4.645268848,4.547189728,4.619876548,4.517163725
"BMPR1A",7.239982065,6.522820792,6.745768279,7.35761318,7.033086921,6.661948096,7.049140788,6.910205823,6.375795833,6.241723053,6.974549166,6.692128654,6.581077262
"BMPR1B",5.132767895,4.927030504,4.777547299,5.554385294,4.767752557,4.962374121,5.146004694,4.688313826,4.804676471,4.733769726,4.641751778,5.141727543,4.879195983
"BMX",5.152318042,4.630953276,5.296758087,5.009845241,5.094413004,4.839845968,4.734524685,4.887698746,4.75498514,4.809287562,4.558246855,5.201422269,4.691137368
"BOLA1",9.538827634,8.35249657,8.829786097,8.953916029,8.641561236,8.952356716,9.522477305,9.405987062,8.914620795,9.360607138,9.457323808,8.994945045,8.56849269
"BOP1",4.814522795,4.470818734,4.854359903,4.552123335,4.586995288,4.709536116,4.818392976,4.72830241,4.707137779,4.648130457,5.07175364,4.779508968,4.812210539
"BORA",5.355384166,5.115897786,4.702277083,4.936825358,4.973286238,4.955407448,4.714394471,5.485765298,4.867511695,4.849280111,4.621072099,5.111871562,4.964790891
"BRAF",6.80821145,6.571090663,7.153209698,7.276780677,7.091621873,7.053607981,6.29910237,6.709499176,7.08339441,7.221683039,6.494965118,6.720129585,6.69459403
"BRCA1",5.507026303,5.102584732,5.258479537,5.29444994,5.585864425,4.969135096,4.910589117,5.008955859,5.140028234,5.27502849,5.344952491,5.269565445,6.08776945
"BRCA2",4.46852524,4.612909077,4.60192264,4.503753576,4.425129495,4.563780045,4.429989758,4.496575496,4.540658907,4.493495614,4.56621724,4.520045893,4.525781284
"BRD7",8.415225023,8.111305853,8.159681667,7.899784776,8.576844847,7.954262511,8.261511321,8.2664752,8.33461274,8.059205718,8.356674964,8.152115762,8.391948531
"BRD8",7.545105088,6.980368745,7.099578991,7.242219401,7.618476831,7.427566304,7.278920893,7.485372764,7.933326561,7.771502525,7.962732204,7.36080261,7.762092086
"BRD9",8.92600854,9.225569974,8.733862379,9.470312144,9.070157717,9.043019438,9.552521207,9.187709729,9.027667706,9.094560023,8.833076839,9.581122239,9.149337861
"BRI3BP",6.616413184,6.961705633,6.654059307,6.373789501,7.002834538,6.915341159,7.325876385,6.692501763,7.495117068,6.507947079,6.824212386,7.076553573,7.107619106
"BROX",4.739408795,4.474063374,4.649726631,4.5674724,4.486532077,4.566260374,4.546978329,4.548245546,4.433332127,4.814426531,4.548985567,4.485370483,4.536956054
"BTF3",12.76284089,12.74487239,12.7794086,13.05098981,12.80054949,12.65386471,12.79360699,12.47565436,12.68048571,12.68048571,12.33878806,12.65386471,12.32222102
"BUB1B",4.717044556,4.564355877,4.542380252,4.687700686,4.573043054,4.695369953,4.489281936,4.675110218,4.690864528,4.568002383,4.783861838,4.778712925,4.524226915
"BUB3",10.85031994,10.36253698,10.82116823,10.7378302,10.97011948,10.64054973,10.6968123,10.58718382,10.34525207,10.38765228,10.33228803,10.89864764,10.4267168
"BZW2",8.059205718,8.003558799,8.156762479,8.262813882,8.141065084,7.84777208,7.920819745,7.928350342,8.886623735,7.910523739,8.071503021,7.948089231,7.945397901
"C11orf54",11.14283199,10.90676835,10.79030763,9.510320321,11.03040074,10.61150995,11.07176557,10.72358362,10.44577215,10.29416694,10.56209027,10.34525207,11.07327533
"C12orf75",5.6831958,5.320153261,5.360571042,7.912051613,6.471976276,6.210351638,6.116067256,5.654360943,6.202858683,5.933709848,5.306948916,6.396746748,4.995695974
"C15orf40",6.840801944,6.915341159,7.102874178,6.445155396,6.592126733,7.056554019,7.185270838,6.807915484,7.229585776,6.867908993,7.378211168,7.07212434,6.886788712
"C17orf58",9.059828032,8.859855777,8.787304846,8.734376403,9.290785364,9.371122922,9.425385234,9.43981511,8.876318412,9.052477952,8.999843412,9.292916079,8.56445178
"C18orf21",7.017752189,6.717015792,6.875485088,7.012925789,6.84214548,6.940007013,6.904295638,6.835080631,7.437712025,7.088621739,6.651683888,6.811603338,7.456638053
"C18orf54",5.01632991,4.92196543,4.971025664,5.091502906,4.872506421,5.183461306,5.058515655,4.76795805,5.146366559,5.08416159,4.781737152,5.145896666,4.913390017
"C1orf131",8.190846302,8.019948009,7.956885998,7.730387684,7.550422777,8.380872186,7.842384101,7.727590035,7.921575097,8.013809043,7.878029756,7.772905216,7.987161681
"C1orf216",5.152657261,5.619336891,5.136059638,5.952398906,5.880641306,5.984291904,4.896476124,4.775448766,5.504481256,5.365795414,4.885395765,5.562736158,4.932038102
"C1orf35",7.095410355,7.342525948,7.511073351,6.497617023,6.86283593,6.801269967,7.212424917,7.169262732,7.152531801,7.144075852,6.955286593,7.328185626,7.381360618
"C1orf43",9.329574378,9.312462227,9.592642846,8.614056248,9.233310141,9.124902145,9.471497514,9.273506898,9.391942218,9.272323099,9.564107678,9.398751184,9.462143361
"C1orf74",5.61332647,5.405280341,5.129101315,4.869158016,4.926447608,5.134153355,4.641809434,5.683010919,6.042028015,4.944473427,5.876035706,5.190223138,6.160099634
"C1QTNF1",10.44175051,9.914476073,9.2869577,11.51377697,9.710322685,10.2766219,9.680033681,9.524267939,10.72950544,10.73665252,9.651777255,10.00201645,9.796098219
"C1R",12.50597415,12.21980725,12.0731448,11.65649354,11.95326305,12.36543611,11.99462628,11.05889394,11.53624726,12.19509905,11.8813701,11.14728665,11.90859616
"C1RL",12.50597415,12.21980725,12.0731448,11.61280516,11.95326305,12.36543611,11.99462628,10.78305081,11.53624726,12.05603485,11.8813701,10.39525793,11.83711681
"C2orf76",5.810224382,5.195423425,5.520142483,5.626593007,5.590008588,5.182122595,5.919061979,5.772677332,5.3073995,5.638936029,4.958588861,5.831072582,5.413228251
"C3",13.90041796,13.29586913,13.55543357,13.10668896,13.37896158,13.74239459,13.01431451,12.71446518,13.24494061,13.7164356,13.28216046,12.9282544,13.48980568
"C4orf46",4.658625771,4.456521509,4.595630132,4.650318144,4.575605814,4.785591303,4.651650218,4.69003702,4.560840209,4.58785298,4.771869935,5.076064727,4.67280666
"C6",14.08918886,14.14098906,14.04640459,13.13246103,13.55543357,13.94794803,13.52791976,13.86864527,13.75506424,14.02127598,13.94794803,13.60178782,13.9332178
"C6orf141",5.099023238,4.9033773,5.517983074,5.236697435,5.259628075,4.777803536,4.854744791,5.265434625,5.100734216,5.513336087,5.7598815,4.854440086,5.239892682
"C6orf62",9.344489259,8.997940586,9.437937111,9.133375226,9.126008424,9.44484982,9.5629169,9.110181227,9.045174355,8.695476142,9.322588064,9.771508754,9.008263947
"C7",9.013367819,8.483980522,8.55402691,10.6351313,8.689879372,8.553175802,9.139999252,7.812500176,8.741906663,9.284584407,8.013388512,9.694257832,8.417291449
"C8A",14.22972296,14.19942603,13.98646061,12.96320433,13.34408219,13.67864909,13.21338832,13.85468098,13.84738641,13.97174048,13.98646061,13.73591776,13.79780687
"C8B",13.05949663,13.38967376,12.82791879,12.44995072,12.48087427,13.43111535,12.45282943,12.72829716,12.83498804,12.83862959,13.13246103,12.7347023,13.05949663
"C9",10.62609825,10.1773689,9.961129021,9.671254717,9.931845914,10.27761025,10.27862768,10.48912794,9.905487042,10.62970167,10.11209952,10.81545456,10.46016838
"CA2",11.31563832,11.40801525,11.733921,9.586091321,11.23829138,10.49424346,11.44609261,10.14378926,11.10940256,10.12646108,11.50454284,10.22399361,11.1757391
"CACYBP",8.538939386,8.835506262,9.117169358,7.958453745,8.094366976,8.180482426,8.515640769,8.066989017,8.083607764,8.150549339,8.75829495,8.076268272,8.098367265
"CAD",6.180517493,6.680900556,6.439088826,5.996170517,6.413903283,6.19063678,6.597401355,6.317207087,6.841819094,6.414025718,6.187258551,6.10414855,6.409771161
"CALM1",11.59962878,11.57335318,11.60354342,11.78183168,11.47569489,11.54721852,11.54902495,11.31899985,11.46747816,11.49035316,11.45471982,11.90661545,11.44745934
"CALU",8.39027959,8.284010502,8.18674292,8.731374953,8.357110368,8.611415894,7.90472099,8.168146719,7.84777208,8.324828058,7.799727334,8.660124778,8.061582156
"CAMK1",7.123946453,7.91564361,7.821101395,7.180826802,7.605699186,7.317420478,7.855839875,8.32784374,7.753300879,8.028224089,7.599662952,8.038979944,8.164787671
"CAMK2B",7.355383507,8.522572037,7.782442191,5.606908807,7.89174129,7.249254726,7.408420592,7.401566772,8.527255352,7.28830085,8.029419062,6.283055332,8.360919135
"CAMLG",10.94362349,11.03999024,10.99201781,11.54186229,11.27188313,10.9367143,11.30102035,11.06623037,10.99624612,10.85446466,10.85308972,11.00413914,10.72713348
"CAMSAP1",6.725920118,7.176917727,7.0462494,7.787332651,6.774189912,7.405331921,6.933625992,6.514790489,6.97421487,7.155925142,6.32241304,6.832853986,6.13195635
"CAMSAP2",7.398764904,6.794535701,6.939351653,7.915252268,6.876717389,7.145001442,7.04200559,6.843365163,7.219602052,7.299038413,6.698129492,7.323805021,6.785715671
"CAND1",6.23501993,6.674837832,6.937199948,6.111687128,6.563940083,6.303828466,5.499812137,6.370911342,5.447975156,5.632550309,6.248309196,6.604097501,6.346467446
"CANX",8.598582849,8.535138222,8.59735359,8.937785599,8.823516979,9.184397191,8.715244693,9.021667709,8.619446829,8.843879333,8.524295216,9.663043281,8.538184082
"CAP2",8.414454569,7.373165688,7.43255475,8.442833083,8.239617506,7.391394679,8.284874058,7.551770989,7.152247746,7.311352438,6.685316009,8.033463657,6.649817693
"CAPRIN1",7.569241672,7.487647259,7.546546302,7.495824802,7.083713483,7.404630378,6.980368745,7.373165688,6.994464979,7.523367054,7.181524268,7.84698945,7.349267877
"CARS2",6.359312279,6.098876234,5.942163001,6.102519655,6.68839436,6.216349017,6.772277606,6.971787083,5.565559775,6.137807561,6.330746743,6.03604763,6.590039767
"CASK",6.731728342,6.574891939,6.996438144,6.590348954,6.492006905,6.690603218,6.047419898,6.64514173,5.631737438,6.436718859,6.709499176,6.208184217,6.392370048
"CASP2",9.270471551,9.245245704,9.313103457,9.747247336,8.919771722,9.419104784,9.211411422,9.614612929,10.01797362,9.560882994,8.755351678,9.91061648,9.161161512
"CAT",12.76630827,12.97096584,13.44580954,11.19241826,12.97096584,12.48087427,12.49469362,12.759031,12.62545475,12.20467566,13.14985811,12.18021836,13.24108346
"CBLN2",4.876671884,4.739000378,4.61198851,5.324022951,4.617740486,4.659263861,4.599177237,4.549571173,5.066641367,4.622741478,4.591703955,4.491669284,4.474990356
"CBX1",5.62256531,5.248122753,4.800513558,5.616713271,6.132234693,5.702567778,5.494305778,5.591885088,5.069047589,4.87586099,5.517624133,6.659217059,5.127479839
"CBX3",8.133230027,8.501406943,8.502747501,8.688866631,8.690387781,8.578188938,8.96749749,9.49355499,8.996365531,8.687341363,8.545603188,9.153605771,8.474803197
"CCAR1",4.661912145,5.018356885,4.764533712,4.815437295,4.762199495,4.640091079,4.961490456,4.795796612,4.657625261,4.806146011,4.750893717,4.894913478,4.74674837
"CCDC117",9.367120379,9.069135237,8.939455046,8.273066673,8.785046033,8.493514692,8.539309098,9.247106713,8.938298442,8.394756449,9.325000946,8.947766955,9.07316346
"CCDC124",5.676424153,5.384593139,5.789573723,5.868099665,5.586718092,5.296434169,6.388007993,5.928943548,5.50783214,5.725111279,5.409383449,5.779488462,6.054102601
"CCDC137",4.804765896,5.408892067,5.38318674,4.991338842,4.851738957,5.209860755,4.77865805,5.427860691,4.949499342,4.945831692,4.772311855,4.963931379,5.125976828
"CCDC142",8.608662649,8.420013592,8.670136556,8.129313493,8.807890282,8.48046058,9.046653179,8.779833118,9.108006227,8.51995476,8.656856352,8.620295777,8.800783353
"CCDC149",5.174746473,4.752717256,5.343894707,5.843518949,4.892938466,4.916284705,4.869369422,5.104199704,5.023738956,5.475531618,5.082286895,4.909672412,5.125545283
"CCDC167",8.359161067,8.944057156,8.486159418,7.31877038,8.546822028,8.203160429,8.252555312,8.441535613,8.412010474,7.976581671,8.615801116,8.298086498,9.130407839
"CCDC34",8.355849683,8.102707524,8.496309886,7.881976135,8.295618172,7.616594213,8.860802712,8.85790301,8.004638912,7.51826403,8.38303752,8.820698165,8.697809402
"CCDC6",9.554340771,9.474607534,9.433897623,9.704535782,9.81974861,9.746573342,9.516340894,9.655808681,9.795540005,9.424284733,9.291764092,9.856584361,9.697129654
"CCDC86",7.027632848,7.32415452,7.7258208,8.160369104,7.153615666,7.403237759,7.140298183,8.168509871,8.588645799,7.835651078,6.968974351,7.497212437,7.237630761
"CCDC93",4.421935817,4.580082421,4.773283372,4.834833788,4.66156415,4.429846789,4.529101472,4.582249531,4.484052308,4.696027128,4.706037342,5.284642464,4.469277038
"CCL2",10.19831915,10.86059349,9.555605291,13.18913472,7.970801734,9.985621063,11.03298934,11.04843435,11.07041978,11.97486197,10.88760078,9.674770565,9.231710227
"CCNA2",4.953726085,5.068427276,4.713086405,5.015431228,5.285628386,5.105298827,4.796753744,5.734212204,4.710684836,4.856072205,4.810389485,6.071480719,4.882413092
"CCNB1",4.60448559,4.613203009,4.497816115,4.381677211,4.58733029,4.439757278,4.438158788,4.386796885,4.571689987,4.82395179,4.436015064,4.711365056,4.504748125
"CCNB2",5.180348533,4.719602353,4.870335339,5.202992322,6.207880275,5.558395649,4.689284869,6.020175821,4.683671354,4.560172265,4.933712425,6.779660997,4.907472408
"CCND1",11.0512454,12.05134454,12.54488151,11.30728357,11.23664227,11.78390965,11.51209793,12.1825887,10.62970167,11.8813701,10.57054051,12.3277595,12.01759687
"CCNE1",5.087744114,4.70958797,5.054027786,5.058515655,4.960011155,5.188241095,5.075800075,5.052311359,4.925231778,5.083405309,4.917473723,5.177846925,4.902320639
"CCNE2",4.890694257,5.43014095,5.299059234,5.36503716,5.14262219,5.876035706,4.814304713,5.627197731,4.797884054,4.749092125,5.965465413,5.741293816,5.62777753
"CCNK",8.508516758,8.335792607,8.39027959,8.763080285,8.349231258,8.352895427,7.943843525,8.510379915,8.439858028,8.681581257,8.513445372,8.625357776,8.482235447
"CCT2",9.70827009,9.649814903,9.661785545,10.6646215,9.771508754,9.936291297,9.892745091,9.536546728,9.653846846,9.855828548,9.651106922,9.435723043,9.556273221
"CCT3",9.552521207,9.543375458,9.570752928,9.661154401,9.773345235,9.611048679,9.689689708,9.757057951,9.335584176,9.349166055,9.552521207,9.489209471,9.345067783
"CCT4",6.424055255,5.915935356,6.383117394,6.097013417,6.394505525,5.748848152,5.7598815,6.663632402,5.859082253,5.411793759,6.367103756,6.334090718,5.759636021
"CCT5",6.392633644,6.437372571,6.389131854,6.000372816,6.130893425,5.560219106,5.8451634,6.410946719,6.922443048,6.164225143,6.214179867,5.825828499,6.557835929
"CCT6A",8.291836137,8.220235261,8.261951652,8.403734112,8.375150598,7.914012989,8.194235088,8.460318107,8.493983283,7.982404774,8.002565267,8.544737072,8.323841937
"CCT7",10.47325875,10.37318214,10.3827168,10.67280114,10.83652422,10.50304035,10.65037581,10.56001675,10.39832451,10.4582021,10.28814477,10.53329922,10.36068302
"CD14",14.45056825,14.29526155,14.39368931,14.14098906,14.26076236,14.28450814,13.73591776,14.74381914,14.32467713,14.52325563,14.39368931,14.1501375,13.95496394
